,entry_date,property_type,Tipology,Condition,Location,Price,areas_sqm,euros/sqm,Latitude,Longitude
616,10/09/20,Apartments,T2,New,"Ílhavo, São Salvador",125000,90 ,1389,"40,60101","-8,67125"
617,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",235000,105,2238,"40,60101","-8,67125"
618,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",275000,141,1950,"40,60101","-8,67125"
619,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",255000,124,2056,"40,60101","-8,67125"
620,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",150000,212,708,"40,5981827","-8,673277"
621,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",147000,127,1161,"40,5981827","-8,673277"
622,10/09/20,Apartments,T3,Renovated,"Ílhavo, São Salvador",165000,140,1179,"40,60101","-8,67125"
623,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",120000,110,1091,"40,6007233","-8,669685"
624,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",165000,122,1352,"40,6007233","-8,669685"
625,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",130000,120,1083,"40,5981827","-8,673277"
626,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",139500,83 ,1681,"40,5981827","-8,673277"
627,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",155000,127,1220,"40,60101","-8,67125"
628,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",105000,108,977,"40,60101","-8,67125"
629,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",165000,106,1557,"40,6007233","-8,669685"
630,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",205000,136,1506,"40,60101","-8,67125"
631,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",190000,128,1485,"40,60101","-8,67125"
632,10/09/20,Apartments,T3,Renovated,"Ílhavo, São Salvador",156500,100,1565,"40,60101","-8,67125"
633,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",165000,84 ,1964,"40,60101","-8,67125"
634,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",275000,141,1950,"40,60101","-8,67125"
635,10/09/20,Apartments,T3,Used,"Ílhavo, São Salvador",177500,123,1443,"40,5981827","-8,673277"
636,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",130000,57 ,2281,"40,6007233","-8,669685"
637,10/09/20,Apartments,T2,Used,"Ílhavo, São Salvador",95000,77 ,1231,"40,6007233","-8,669685"
638,10/09/20,Apartments,T1,Used,"Aveiro, Oliveirinha",480000,55 ,8727,"40,60327449","-8,599897307"
639,10/09/20,Apartments,T1,Used,"Aveiro, Oliveirinha",75900,55 ,1380,"40,594337","-8,615207"
640,10/09/20,Apartments,T1,Used,"Aveiro, Oliveirinha",86000,62 ,1387,"40,60298","-8,59958"
641,10/09/20,Apartments,T2,Used,"Aveiro,Aveiro,Oliveirinha,Rua Direita - Costa do Valado, Oliveirinha, Aveiro",132500,94 ,1417,"40,594337","-8,615207"
642,10/09/20,Apartments,T2,Used,"Aveiro, Oliveirinha",92000,87 ,1057,"40,60298","-8,59958"
643,10/09/20,Apartments,T3,Used,"Aveiro, Oliveirinha",150000,162,926,"40,60486","-8,591563"
644,10/09/20,Apartments,T3,Used,"Aveiro, Oliveirinha",150000,160,938,"40,60486","-8,591563"
645,21/09/20,Apartments,T4,Used,"Aveiro, Oliveirinha",150000,162,926,"40,608284","-8,592768"
646,22/10/20,Apartments,T4,Used,"Aveiro, Oliveirinha",150000,162,926,"40,608284","-8,592768"
647,25/09/20,Apartments,T3,Used,"Aveiro, Nossa Senhora de Fátima",140000,140,1000,"40,53965","-8,593661"
648,10/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,113,866,"40,63488","-8,613442"
649,10/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",185000,96 ,1927,"40,63241","-8,61057"
650,10/09/20,Apartments,T3,New,"Aveiro, Santa Joana",300000,250,1200,"40,63241","-8,61057"
651,10/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,92 ,1065,"40,632566","-8,600438"
652,10/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,113,867,"40,63488","-8,613442"
653,10/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,92 ,1068,"40,63488","-8,613442"
654,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",300000,190,1579,"40,63241","-8,61057"
655,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",210000,162,1296,"40,63823","-8,60881"
656,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",217000,172,1262,"40,63823","-8,60881"
657,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",138000,151,915,"40,63488","-8,613442"
658,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",210000,162,1296,"40,6402622","-8,6060199"
659,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",212000,172,1233,"40,62835","-8,615341"
660,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",205000,162,1265,"40,62835","-8,615341"
661,10/09/20,Apartments,T4,Used,"Aveiro, Santa Joana",210000,162,1296,"40,63241","-8,61057"
662,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",85000,46 ,1848,"40,63488","-8,613442"
663,25/09/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,92 ,1065,"40,63228607","-8,599903107"
664,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",122500,70 ,1750,"40,63241","-8,61057"
665,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",126000,84 ,1509,"40,63488","-8,613442"
666,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",122500,100,1225,"40,63488","-8,613442"
667,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",125000,90 ,1389,"40,63488","-8,613442"
668,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",90000,85 ,1059,"40,63241","-8,61057"
669,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",125000,84 ,1497,"40,62835","-8,615341"
670,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",145000,130,1115,"40,63488","-8,613442"
671,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",125000,81 ,1543,"40,63488","-8,613442"
672,25/09/20,Apartments,T1,Used,"Aveiro,Aveiro,Santa Joana,Rua da Boavista - Santa Joana, Santa Joana, Aveiro",120000,75 ,1600,"40,639659","-8,6103738"
673,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",75000,80 ,938,"40,63241","-8,61057"
674,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",125000,90 ,1389,"40,63594","-8,61433"
675,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",100000,77 ,1299,"40,63488","-8,613442"
676,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",135000,57 ,2368,"40,62835","-8,615341"
677,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",140000,100,1400,"40,63241","-8,61057"
678,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",125000,90 ,1389,"40,63241","-8,61057"
679,25/09/20,Apartments,T2,Used,"Aveiro, Santa Joana",180000,86 ,2089,"40,62835","-8,615341"
680,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",122000,37 ,3297,"40,63241","-8,61057"
681,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",82500,82 ,1006,"40,63488","-8,613442"
682,25/09/20,Apartments,T1,Used,"Aveiro, Santa Joana",70000,78 ,897,"40,63488","-8,613442"
683,22/10/20,Apartments,T4,Used,"Aveiro, Santa Joana",200000,161,1246,"40,6390039","-8,6081439"
684,22/10/20,Apartments,T4,Used,"Aveiro, Santa Joana",217000,172,1262,"40,63488","-8,613442"
685,22/10/20,Apartments,T4,Used,"Aveiro, Santa Joana",210000,162,1296,"40,63488","-8,613442"
686,22/10/20,Apartments,T3,Used,"Aveiro,Aveiro,Santa Joana,Rua Camilo Castelo Branco - Quinta da Corisca, Santa Joana, Aveiro",99000,120,825,"40,632183","-8,598363"
687,22/10/20,Apartments,T3,Used,"Aveiro, Santa Joana",98000,113,866,"40,62835","-8,615341"
688,22/10/20,Apartments,T3,Used,"Aveiro,Aveiro,Santa Joana,Rua Gil Vicente - Quinta da Corisca, Santa Joana, Aveiro",99000,120,825,"40,632566","-8,600438"
689,10/09/20,Apartments,T1,Used,"Aveiro, São Bernardo",130000,60 ,2167,"40,6214","-8,62779"
690,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",225000,190,1184,"40,61756","-8,623588"
691,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",198500,174,1140,"40,62138","-8,627787"
692,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",340000,190,1789,"40,62138","-8,627787"
693,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",225000,165,1364,"40,61756","-8,623588"
694,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",185000,167,1108,"40,61756","-8,623588"
695,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",225000,190,1184,"40,61881","-8,62435"
696,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",310000,205,1512,"40,62138","-8,627787"
697,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",225000,220,1023,"40,623787","-8,628159"
698,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",280000,177,1582,"40,62138","-8,627787"
699,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",225000,225,1000,"40,62203979","-8,628318787"
700,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",310000,205,1512,"40,62138","-8,627787"
701,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",330000,205,1609,"40,61756","-8,623588"
702,21/09/20,Apartments,T4,Used,"Aveiro, São Bernardo",260000,143,1822,"40,62138","-8,627787"
703,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Rua de Santa Eufmea - So Bernardo, So Bernardo, Aveiro",189000,122,1549,"40,625238","-8,634687"
704,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",155000,87 ,1779,"40,61756","-8,623588"
705,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",150000,77 ,1961,"40,6158524","-8,6234667"
706,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Rua Cnego Maio - So Bernardo, So Bernardo, Aveiro",163000,91 ,1791,"40,6178536","-8,6238922"
707,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",220000,91 ,2418,"40,61756","-8,623588"
708,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",148000,110,1345,"40,616372","-8,628658"
709,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Estrada de So Bernardo, So Bernardo, Aveiro",189000,122,1549,"40,616372","-8,628658"
710,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",155000,100,1550,"40,61756","-8,623588"
711,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Rua de Santa Eufmea - So Bernardo, So Bernardo, Aveiro",150000,143,1049,"40,624263","-8,633497"
712,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",180000,90 ,1992,"40,62138","-8,627787"
713,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Estrada de So Bernardo, So Bernardo, Aveiro",150000,120,1250,"40,616372","-8,628658"
714,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,90 ,2102,"40,62138","-8,627787"
715,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",220000,130,1692,"40,61756","-8,623588"
716,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",155000,137,1131,"40,62138","-8,627787"
717,25/09/20,Apartments,T3,Used,"Aveiro,Aveiro,So Bernardo,Estrada de So Bernardo, So Bernardo, Aveiro",180000,135,1335,"40,62228436","-8,63058919"
718,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",235000,110,2136,"40,61756","-8,623588"
719,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",137000,160,856,"40,61756","-8,623588"
720,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",211500,94 ,2250,"40,61756","-8,623588"
721,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",180000,90 ,1992,"40,62138","-8,627787"
722,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",225000,155,1452,"40,61756","-8,623588"
723,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",220000,90 ,2434,"40,62138","-8,627787"
724,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",133500,140,954,"40,621487","-8,63288"
725,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",220000,90 ,2444,"40,61756","-8,623588"
726,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",189000,122,1549,"40,616372","-8,628658"
727,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",120000,92 ,1304,"40,61881","-8,62435"
728,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",300000,250,1200,"40,61756","-8,623588"
729,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,95 ,2004,"40,61756","-8,623588"
730,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",133500,142,943,"40,62138","-8,627787"
731,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",125000,110,1136,"40,61881","-8,62435"
732,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",310000,158,1962,"40,61756","-8,623588"
733,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,101,1881,"40,6242632","-8,633497"
734,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,101,1881,"40,62138","-8,627787"
735,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",220000,90 ,2434,"40,61756","-8,623588"
736,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",167500,175,957,"40,61881","-8,62435"
737,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,101,1881,"40,61756","-8,623588"
738,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,91 ,2095,"40,61756","-8,623588"
739,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",180000,90 ,1992,"40,61756","-8,623588"
740,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",220000,90 ,2434,"40,62138","-8,627787"
741,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",150000,119,1261,"40,62767538","-8,626328933"
742,25/09/20,Apartments,T2,Used,"Aveiro, São Bernardo",190000,94 ,2013,"40,61756","-8,623588"
743,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",165000,120,1375,"40,61881","-8,62435"
744,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",340000,200,1700,"40,6214","-8,62779"
745,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,186,1503,"40,62138","-8,627787"
746,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,186,1503,"40,62138","-8,627787"
747,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",133500,142,943,"40,62467735","-8,633781319"
748,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,114,2097,"40,62138","-8,627787"
749,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,158,1524,"40,62138","-8,627787"
750,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",260000,143,1822,"40,62138","-8,627787"
751,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",220000,129,1702,"40,62138","-8,627787"
752,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",211000,145,1452,"40,61756","-8,623588"
753,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",167500,126,1328,"40,61756","-8,623588"
754,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",260000,129,2016,"40,61756","-8,623588"
755,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,143,1958,"40,61756","-8,623588"
756,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",190000,165,1152,"40,61881","-8,62435"
757,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",180000,150,1200,"40,6184","-8,62589"
758,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",255850,135,1901,"40,61756","-8,623588"
759,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",251900,135,1871,"40,61756","-8,623588"
760,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,158,1524,"40,61756","-8,623588"
761,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",210000,130,1615,"40,61756","-8,623588"
762,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",257900,135,1916,"40,61756","-8,623588"
763,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,186,1503,"40,62138","-8,627787"
764,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",230000,225,1022,"40,61756","-8,623588"
765,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",220000,129,1702,"40,62138","-8,627787"
766,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,179,1568,"40,61756","-8,623588"
767,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",280000,186,1503,"40,61756","-8,623588"
768,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,158,1521,"40,61756","-8,623588"
769,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",260000,143,1822,"40,61756","-8,623588"
770,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,114,2097,"40,61756","-8,623588"
771,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",220000,130,1698,"40,61756","-8,623588"
772,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",133500,150,890,"40,62138","-8,627787"
773,25/09/20,Apartments,T3,Used,"Aveiro, São Bernardo",240000,118,2026,"40,61756","-8,623588"
774,22/10/20,Apartments,T4,Used,"Aveiro,Aveiro,So Bernardo,Rua Cnego Maio - So Bernardo, So Bernardo, Aveiro",225000,165,1364,"40,61756","-8,623588"
775,22/10/20,Apartments,T3,Used,"Aveiro, São Bernardo",190000,110,1731,"40,61756","-8,623588"
776,22/10/20,Apartments,T3,Used,"Aveiro, São Bernardo",211500,94 ,2250,"40,61756","-8,623588"
777,22/10/20,Apartments,T3,Used,"Aveiro, São Bernardo",175000,155,1129,"40,61756","-8,623588"
778,22/10/20,Apartments,T3,Used,"Aveiro, São Bernardo",128000,142,905,"40,62467735","-8,633781319"
779,22/10/20,Apartments,T3,Used,"Aveiro, São Bernardo",211500,93 ,2285,"40,6229417","-8,6290013"
780,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",225000,88 ,2571,40.68986486671045,-8.596442177700911
781,11/05/21,Apartments,T5,Used,"Aveiro, Aradas",340000,193,1762,40.617500,-8.647778
782,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",135000,101,1337,40.68986486671045,-8.596442177700911
783,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",122500,85 ,1441,40.613539002802135,-8.536575533587007
784,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",115000,83 ,1386,40.617500,-8.647778
785,11/05/21,Apartments,T3,Used,"Aveiro, Cacia",95000,105,905,40.68986486671045,-8.596442177700911
786,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",105000,70 ,1500,40.613539002802135,-8.536575533587007
787,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",138000,100,1380,40.617500,-8.647778
788,11/05/21,Apartments,T4,Used,"Aveiro, Cacia",451000,162,2786,40.68986486671045,-8.596442177700911
789,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",108500,108,1004,40.613539002802135,-8.536575533587007
790,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",138000,100,1380,40.617500,-8.647778
791,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",103000,87 ,1178,40.613539002802135,-8.536575533587007
792,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",195000,102,1912,40.68986486671045,-8.596442177700911
793,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",195000,95 ,2053,40.617500,-8.647778
794,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",116000,88 ,1323,40.613539002802135,-8.536575533587007
795,11/05/21,Apartments,T3,Used,"Aveiro, Cacia",350000,120,2929,40.68986486671045,-8.596442177700911
796,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",150000,92 ,1630,40.617500,-8.647778
797,11/05/21,Apartments,T1,Used,"Aveiro, Cacia",140000,49 ,2833,40.68986486671045,-8.596442177700911
798,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",120000,69 ,1739,40.613539002802135,-8.536575533587007
799,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",390000,150,2600,40.617500,-8.647778
800,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",106000,89 ,1198,40.613539002802135,-8.536575533587007
801,11/05/21,Apartments,T1,Used,"Aveiro, Cacia",162500,63 ,2579,40.68986486671045,-8.596442177700911
802,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",285000,110,2603,40.617500,-8.647778
803,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,76 ,1184,40.613539002802135,-8.536575533587007
804,11/05/21,Apartments,T1,Used,"Aveiro, Cacia",140000,50 ,2800,40.68986486671045,-8.596442177700911
805,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",91150,68 ,1340,40.613539002802135,-8.536575533587007
806,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",138000,100,1380,40.617500,-8.647778
807,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,70 ,1286,40.613539002802135,-8.536575533587007
808,11/05/21,Apartments,T1,Used,"Aveiro, Cacia",180000,65 ,2769,40.68986486671045,-8.596442177700911
809,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",295000,126,2351,40.617500,-8.647778
810,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",108500,108,1005,40.613539002802135,-8.536575533587007
811,11/05/21,Apartments,T1,Used,"Aveiro, Cacia",140000,49 ,2857,40.68986486671045,-8.596442177700911
812,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",110000,89 ,1243,40.613539002802135,-8.536575533587007
813,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",390000,150,2600,40.617500,-8.647778
814,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",165000,120,1375,40.68986486671045,-8.596442177700911
815,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",108500,75 ,1440,40.613539002802135,-8.536575533587007
816,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",217500,160,1359,40.68986486671045,-8.596442177700911
817,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,60 ,1491,40.613539002802135,-8.536575533587007
818,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",285000,98 ,2908,40.617500,-8.647778
819,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",110000,89 ,1243,40.613539002802135,-8.536575533587007
820,11/05/21,Apartments,T2,Used,"Aveiro, Cacia",259000,99 ,2629,40.68986486671045,-8.596442177700911
821,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,68 ,1324,40.613539002802135,-8.536575533587007
822,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",138000,100,1380,40.617500,-8.647778
823,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,60 ,1491,40.613539002802135,-8.536575533587007
824,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",200000,99 ,2020,40.617500,-8.647778
825,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",129920,84 ,1547,40.613539002802135,-8.536575533587007
826,11/05/21,Apartments,T1,Used,"Aveiro, Aradas",130000,46 ,2826,40.617500,-8.647778
827,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",95000,127,748,40.613539002802135,-8.536575533587007
828,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",265000,113,2345,40.617500,-8.647778
829,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",390000,272,1434,40.613539002802135,-8.536575533587007
830,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",210000,111,1892,40.613539002802135,-8.536575533587007
831,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",277000,107,2589,40.617500,-8.647778
832,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",108500,108,1005,40.613539002802135,-8.536575533587007
833,11/05/21,Apartments,T1,Used,"Aveiro, Aradas",160000,40 ,4010,40.617500,-8.647778
834,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",88000,68 ,1294,40.613539002802135,-8.536575533587007
835,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",285000,126,2271,40.613539002802135,-8.536575533587007
836,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",225000,154,1464,40.617500,-8.647778
837,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",108500,108,1005,40.613539002802135,-8.536575533587007
838,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",275000,97 ,2844,40.617500,-8.647778
839,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",98500,70 ,1407,40.613539002802135,-8.536575533587007
840,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",165000,100,1650,40.617500,-8.647778
841,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",147000,100,1470,40.613539002802135,-8.536575533587007
842,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",96000,67 ,1444,40.613539002802135,-8.536575533587007
843,11/05/21,Apartments,T1,Used,"Aveiro, Aradas",125000,126,992,40.617500,-8.647778
844,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",110000,89 ,1243,40.613539002802135,-8.536575533587007
845,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",305000,115,2652,40.617500,-8.647778
846,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,65 ,1393,40.613539002802135,-8.536575533587007
847,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",90000,70 ,1286,40.613539002802135,-8.536575533587007
848,11/05/21,Apartments,T1,Used,"Aveiro, Aradas",185000,65 ,2868,40.617500,-8.647778
849,11/05/21,Apartments,T2,Used,"Aveiro, Eixo e Eirol",280000,136,2059,40.613539002802135,-8.536575533587007
850,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",165000,96 ,1717,40.617500,-8.647778
851,11/05/21,Apartments,T3,Used,"Aveiro, Eixo e Eirol",118000,100,1180,40.613539002802135,-8.536575533587007
852,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",242900,160,1518,40.617500,-8.647778
853,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",146000,89 ,1640,40.617500,-8.647778
854,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",160000,208,769,40.617500,-8.647778
855,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",225000,111,2036,40.617500,-8.647778
856,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",270000,105,2571,40.617500,-8.647778
857,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",270000,108,2509,40.617500,-8.647778
858,11/05/21,Apartments,T3,Used,"Aveiro, Aradas",390000,150,2600,40.617500,-8.647778
859,11/05/21,Apartments,T2,Used,"Aveiro, Aradas",165000,108,1531,40.617500,-8.647778
